Date,Region Code,Timestamp,Title,Влажность почвы 10 см (-10),Влажность почвы 20 см (-20),Влажность почвы 30 см (-30),Дата,Температура почвы 10 см (-10),Температура почвы 20 см (-20),Температура почвы 30 см (-30)
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,78.8 %,0 %,0 %,2025-05-11 16:20,12.4 °C,°C,°C
2025-05-11,1714,20250511_162352,ЯНГИКЎРҒОН,32.5 %,,,2025-05-11 16:20,38.0 °C,,
2025-05-11,1735,20250511_162352,Ходжейли,100 %,,,2025-05-11 16:20,25.0 °C,,
2025-05-11,,20250511_162352,Раушан,99.6 %,,,2025-05-11 16:20,23.0 °C,,
2025-05-11,1735,20250511_162352,Канлыкуль,100 %,,,2025-05-11 16:20,24.0 °C,,
2025-05-11,1735,20250511_162352,Шoманай,99.2 %,,,2025-05-11 16:20,24.5 °C,,
2025-05-11,,20250511_162352,Сары-алтын,94.1 %,,,2025-05-11 16:20,24.5 °C,,
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,85.9 %,79.2 %,80.4 %,2025-05-11 16:20,27.1 °C,24.1 °C,23.4 °C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,18.0 %,31.0 %,0 %,2025-05-11 16:20,°C,22.9 °C,21.8 °C
2025-05-11,,20250511_162352,Уллыбаг,100 %,,,2025-05-11 16:20,26.5 °C,,
2025-05-11,,20250511_162352,Шурахан,92.9 %,,,2025-05-11 16:20,27.0 °C,,
2025-05-11,1735,20250511_162352,Мангит,100 %,,,2025-05-11 10:11,24.5 °C,,
2025-05-11,1730,20250511_162352,Фаргона шахри,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1730,20250511_162352,Бешарык,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1730,20250511_162352,Дангара,24.7 %,,,2025-05-11 16:20,21.0 °C,,
2025-05-11,1733,20250511_162352,Хоразм Кошкупыр,100 %,,,2025-05-11 16:20,26.0 °C,,
2025-05-11,,20250511_162352,Лебап,21.5 %,,,2025-05-11 16:22,°C,,
2025-05-11,1733,20250511_162352,"Хива, Дашяк",85.9 %,,,2025-05-11 16:20,26.5 °C,,
2025-05-11,1727,20250511_162352,Тошкент обсерватория,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1733,20250511_162352,Ургенч шахар,98.0 %,,,2025-05-11 16:20,29.5 °C,,
2025-05-11,1733,20250511_162352,Хоразм Гурлен,94.1 %,,,2025-05-11 16:20,29.0 °C,,
2025-05-11,1718,20250511_162352,Самарканд шахри,58.4 %,,,2025-05-11 16:20,23.0 °C,,
2025-05-11,1718,20250511_162352,Самарканд Фарход Зарафшон,36.1 %,,,2025-05-11 16:20,28.5 °C,,
2025-05-11,1718,20250511_162352,Самарканд Бyлyнгyp,89.0 %,,,2025-05-11 16:20,24.5 °C,,
2025-05-11,1718,20250511_162352,Самарканд Ургут,74.9 %,,,2025-05-11 16:20,27.5 °C,,
2025-05-11,1708,20250511_162352,Жиззах Мирзачўл тумани,90.2 %,,,2025-05-11 16:20,23.0 °C,,
2025-05-11,1718,20250511_162352,Самарканд Янгиарик,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1708,20250511_162352,Жиззах Баҳмал Муғол,100 %,,,2025-05-11 16:20,0 °C,,
2025-05-11,1708,20250511_162352,Жиззах Янгиобод Хўжамушкент,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1708,20250511_162352,Жиззах Бахмал,77.3 %,,,2025-05-11 16:20,14.5 °C,,
2025-05-11,1708,20250511_162352,Жиззах Пахтакор,65.5 %,,,2025-05-11 16:20,23.5 °C,,
2025-05-11,1714,20250511_162352,ЯНГИКЎРҒОН,32.5 %,,,2025-05-11 16:20,38.0 °C,,
2025-05-11,1724,20250511_162352,Сирдарё Сардоба,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1724,20250511_162352,Сирдарё Околтин,100 %,,,2025-05-11 16:20,22.5 °C,,
2025-05-11,1724,20250511_162352,Сирдарё Боёвут,61.6 %,,,2025-05-11 16:20,21.0 °C,,
2025-05-11,1724,20250511_162352,Сирдарё Гулистон ш.,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1724,20250511_162352,Сирдарё Сайхунобод,83.1 %,,,2025-05-11 16:20,20.5 °C,,
2025-05-11,1703,20250511_162352,Андижон Боз,97.3 %,,,2025-05-11 16:20,21.5 °C,,
2025-05-11,1703,20250511_162352,Андижон Хонабод,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,,20250511_162352,Андижан УГМ,94.1 %,,,2025-05-11 16:20,27.0 °C,,
2025-05-11,1703,20250511_162352,Андижон Коргонтепа,77.6 %,,,2025-05-11 16:20,23.5 °C,,
2025-05-11,1703,20250511_162352,Андижон Улугнор,100 %,,,2025-05-11 16:20,22.0 °C,,
2025-05-11,1722,20250511_162352,"Surxondaryo, Boysun",48.6 %,,,2025-05-11 16:20,28.0 °C,,
2025-05-11,1722,20250511_162352,"Surxondaryo, Jarqo'rg'on, G'ur-G'ur",85.5 %,,,2025-05-11 16:20,26.5 °C,,
2025-05-11,1722,20250511_162352,"Surxondaryo, Termiz tumani, Navruz",93.3 %,,,2025-05-11 16:20,30.5 °C,,
2025-05-11,1722,20250511_162352,"Surxondaryo, Qumqo'rg'on tumani, To'g'on",85.5 %,,,2025-05-11 16:20,26.5 °C,,
2025-05-11,1710,20250511_162352,"Qashqadaryo, Koson tumani, Pulat shaharcha",0 %,,,2025-05-11 16:20,°C,,
2025-05-11,1710,20250511_162352,"Qashqadaryo, Qarshi shahar, Chiroqchi",84.7 %,,,2025-05-11 16:20,23.0 °C,,
2025-05-11,1710,20250511_162352,"Qashqadaryo, Qamashi",94.1 %,,,2025-05-11 16:20,28.0 °C,,
2025-05-11,1722,20250511_162352,"Surxondaryo, Oltinsoy",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1710,20250511_162352,"Qashqadaryo, Mirishkor tumani, Naiston",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1710,20250511_162352,"Qashqadaryo, Nishon tumani",85.5 %,,,2025-05-11 16:10,25.5 °C,,
2025-05-11,1727,20250511_162352,"Зангиота, Бузсув",22.0 %,,,2025-05-11 16:20,°C,,
2025-05-11,1727,20250511_162352,"Тошкент вилояти, Куйи чирчик",44.7 %,,,2025-05-11 16:20,27.5 °C,,
2025-05-11,1727,20250511_162352,"Тошкент вилояти, Ўрта чирчиқ",58.8 %,,,2025-05-11 16:20,25.0 °C,,
2025-05-11,1727,20250511_162352,Yuqori Chirchiq tumani,33.7 %,,,2025-05-11 16:20,24.0 °C,,
2025-05-11,1727,20250511_162352,Qibray tumani,96.5 %,,,2025-05-11 16:20,22.0 °C,,
2025-05-11,1727,20250511_162352,Bo'stonliq tumani,16.9 %,,,2025-05-11 16:20,18.5 °C,,
2025-05-11,1706,20250511_162352,Бухара,0 %,,,2025-05-11 16:20,29.0 °C,,
2025-05-11,1706,20250511_162352,"Buxoro viloyati, G'alla osiyo",66.3 %,,,2025-05-11 16:20,21.5 °C,,
2025-05-11,1706,20250511_162352,"Buxoro shahar, Jondor tuman, Yakkatut AMP",41.2 %,,,2025-05-11 16:20,26.5 °C,,
2025-05-11,1708,20250511_162352,"Жиззах вилояти, Зомин, Суффа Платоси",0 %,,,2025-05-11 16:20,81.6 °C,,
2025-05-11,1727,20250511_162352,"Toshkent shahar, Olmazor tumani",0 %,,,2025-05-11 16:20,0 °C,,
2025-05-11,1727,20250511_162352,"Toshkent,Yangi O'zbekiston bog'i",0 %,,,2025-05-11 16:20,41.6 °C,,
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,78.8 %,0 %,0 %,2025-05-11 16:20,12.4 °C,°C,°C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,35.3 %,32.5 %,38.0 %,2025-05-11 16:20,21.9 °C,20.3 °C,19.5 °C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,85.9 %,79.2 %,80.4 %,2025-05-11 16:20,27.1 °C,24.1 °C,23.4 °C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-11,,20250511_162352,MeteoBot-36 / MeteoUz,18.0 %,31.0 %,0 %,2025-05-11 16:20,°C,22.9 °C,21.8 °C
2025-05-11,1710,20250511_162352,М-II Дехканабад,,,,,,,
2025-05-11,1710,20250511_162352,М-II Муборек,,,,,,,
2025-05-11,,20250511_162352,О Чимкурган,,,,,,,
2025-05-11,1710,20250511_162352,Г-1 Шахрисябз,,,,,,,
2025-05-11,1710,20250511_162352,М-II Гузар,,,,,,,
2025-05-11,,20250511_162352,106_Taxtakaracha,,,,,,,
2025-05-11,1708,20250511_162352,М-II Бахмал,,,,,,,
2025-05-11,1708,20250511_162352,АГМС Галляарал,,,,,,,
2025-05-11,1708,20250511_162352,М-II Дустлик,,,,,,,
2025-05-11,,20250511_162352,Ляльмикор,,,,,,,
2025-05-11,1708,20250511_162352,111_Zomin,,,,,,,
2025-05-11,,20250511_162352,М-II Янгикишлак,,,,,,,
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,78.8 %,0 %,0 %,2025-05-11 17:40,12.7 °C,°C,°C
2025-05-11,1714,20250511_174313,ЯНГИКЎРҒОН,32.5 %,,,2025-05-11 17:40,37.6 °C,,
2025-05-11,1735,20250511_174313,Ходжейли,100 %,,,2025-05-11 17:40,25.5 °C,,
2025-05-11,,20250511_174313,Раушан,99.6 %,,,2025-05-11 17:40,23.0 °C,,
2025-05-11,1735,20250511_174313,Канлыкуль,100 %,,,2025-05-11 17:40,24.0 °C,,
2025-05-11,1735,20250511_174313,Шoманай,99.6 %,,,2025-05-11 17:40,24.5 °C,,
2025-05-11,,20250511_174313,Сары-алтын,94.1 %,,,2025-05-11 17:40,25.0 °C,,
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,83.9 %,78.8 %,77.6 %,2025-05-11 17:40,27.6 °C,24.3 °C,23.7 °C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,17.3 %,29.8 %,0 %,2025-05-11 17:40,°C,23.3 °C,22.0 °C
2025-05-11,,20250511_174313,Уллыбаг,100 %,,,2025-05-11 17:40,27.0 °C,,
2025-05-11,,20250511_174313,Шурахан,93.3 %,,,2025-05-11 17:40,27.5 °C,,
2025-05-11,1735,20250511_174313,Мангит,100 %,,,2025-05-11 10:11,24.5 °C,,
2025-05-11,1730,20250511_174313,Фаргона шахри,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1730,20250511_174313,Бешарык,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1730,20250511_174313,Дангара,24.7 %,,,2025-05-11 17:40,21.0 °C,,
2025-05-11,1733,20250511_174313,Хоразм Кошкупыр,100 %,,,2025-05-11 17:40,26.5 °C,,
2025-05-11,,20250511_174313,Лебап,21.5 %,,,2025-05-11 17:41,°C,,
2025-05-11,1733,20250511_174313,"Хива, Дашяк",86.3 %,,,2025-05-11 17:40,27.0 °C,,
2025-05-11,1727,20250511_174313,Тошкент обсерватория,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1733,20250511_174313,Ургенч шахар,98.0 %,,,2025-05-11 17:41,30.0 °C,,
2025-05-11,1733,20250511_174313,Хоразм Гурлен,94.1 %,,,2025-05-11 17:40,29.5 °C,,
2025-05-11,1718,20250511_174313,Самарканд шахри,58.8 %,,,2025-05-11 17:40,23.5 °C,,
2025-05-11,1718,20250511_174313,Самарканд Фарход Зарафшон,37.3 %,,,2025-05-11 17:40,29.5 °C,,
2025-05-11,1718,20250511_174313,Самарканд Бyлyнгyp,89.4 %,,,2025-05-11 17:40,25.0 °C,,
2025-05-11,1718,20250511_174313,Самарканд Ургут,75.3 %,,,2025-05-11 17:40,28.0 °C,,
2025-05-11,1708,20250511_174313,Жиззах Мирзачўл тумани,90.2 %,,,2025-05-11 17:40,23.5 °C,,
2025-05-11,1718,20250511_174313,Самарканд Янгиарик,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1708,20250511_174313,Жиззах Баҳмал Муғол,100 %,,,2025-05-11 17:40,0 °C,,
2025-05-11,1708,20250511_174313,Жиззах Янгиобод Хўжамушкент,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1708,20250511_174313,Жиззах Бахмал,77.6 %,,,2025-05-11 17:40,14.5 °C,,
2025-05-11,1708,20250511_174313,Жиззах Пахтакор,65.5 %,,,2025-05-11 17:40,23.5 °C,,
2025-05-11,1714,20250511_174313,ЯНГИКЎРҒОН,32.5 %,,,2025-05-11 17:40,37.6 °C,,
2025-05-11,1724,20250511_174313,Сирдарё Сардоба,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1724,20250511_174313,Сирдарё Околтин,100 %,,,2025-05-11 17:40,22.5 °C,,
2025-05-11,1724,20250511_174313,Сирдарё Боёвут,61.6 %,,,2025-05-11 17:40,21.5 °C,,
2025-05-11,1724,20250511_174313,Сирдарё Гулистон ш.,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1724,20250511_174313,Сирдарё Сайхунобод,83.1 %,,,2025-05-11 17:40,20.5 °C,,
2025-05-11,1703,20250511_174313,Андижон Боз,97.3 %,,,2025-05-11 17:40,22.0 °C,,
2025-05-11,1703,20250511_174313,Андижон Хонабод,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,,20250511_174313,Андижан УГМ,94.1 %,,,2025-05-11 17:40,27.5 °C,,
2025-05-11,1703,20250511_174313,Андижон Коргонтепа,78.0 %,,,2025-05-11 17:40,23.5 °C,,
2025-05-11,1703,20250511_174313,Андижон Улугнор,100 %,,,2025-05-11 17:40,22.0 °C,,
2025-05-11,1722,20250511_174313,"Surxondaryo, Boysun",49.0 %,,,2025-05-11 17:40,28.5 °C,,
2025-05-11,1722,20250511_174313,"Surxondaryo, Jarqo'rg'on, G'ur-G'ur",85.9 %,,,2025-05-11 17:40,27.0 °C,,
2025-05-11,1722,20250511_174313,"Surxondaryo, Termiz tumani, Navruz",93.3 %,,,2025-05-11 17:40,31.0 °C,,
2025-05-11,1722,20250511_174313,"Surxondaryo, Qumqo'rg'on tumani, To'g'on",85.5 %,,,2025-05-11 17:40,26.5 °C,,
2025-05-11,1710,20250511_174313,"Qashqadaryo, Koson tumani, Pulat shaharcha",0 %,,,2025-05-11 17:40,°C,,
2025-05-11,1710,20250511_174313,"Qashqadaryo, Qarshi shahar, Chiroqchi",85.1 %,,,2025-05-11 17:40,23.0 °C,,
2025-05-11,1710,20250511_174313,"Qashqadaryo, Qamashi",94.1 %,,,2025-05-11 17:40,28.5 °C,,
2025-05-11,1722,20250511_174313,"Surxondaryo, Oltinsoy",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1710,20250511_174313,"Qashqadaryo, Mirishkor tumani, Naiston",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-11,1710,20250511_174313,"Qashqadaryo, Nishon tumani",85.5 %,,,2025-05-11 17:40,26.0 °C,,
2025-05-11,1727,20250511_174313,"Зангиота, Бузсув",22.0 %,,,2025-05-11 17:40,°C,,
2025-05-11,1727,20250511_174313,"Тошкент вилояти, Куйи чирчик",44.7 %,,,2025-05-11 17:40,28.0 °C,,
2025-05-11,1727,20250511_174313,"Тошкент вилояти, Ўрта чирчиқ",58.4 %,,,2025-05-11 17:40,25.5 °C,,
2025-05-11,1727,20250511_174313,Yuqori Chirchiq tumani,33.3 %,,,2025-05-11 17:40,24.5 °C,,
2025-05-11,1727,20250511_174313,Qibray tumani,96.1 %,,,2025-05-11 17:40,22.5 °C,,
2025-05-11,1727,20250511_174313,Bo'stonliq tumani,16.5 %,,,2025-05-11 17:40,19.0 °C,,
2025-05-11,1706,20250511_174313,Бухара,0 %,,,2025-05-11 17:40,29.0 °C,,
2025-05-11,1706,20250511_174313,"Buxoro viloyati, G'alla osiyo",66.7 %,,,2025-05-11 17:40,22.0 °C,,
2025-05-11,1706,20250511_174313,"Buxoro shahar, Jondor tuman, Yakkatut AMP",40.8 %,,,2025-05-11 17:40,27.0 °C,,
2025-05-11,1708,20250511_174313,"Жиззах вилояти, Зомин, Суффа Платоси",0 %,,,2025-05-11 17:40,81.2 °C,,
2025-05-11,1727,20250511_174313,"Toshkent shahar, Olmazor tumani",0 %,,,2025-05-11 17:40,0 °C,,
2025-05-11,1727,20250511_174313,"Toshkent,Yangi O'zbekiston bog'i",0 %,,,2025-05-11 17:40,41.2 °C,,
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,78.8 %,0 %,0 %,2025-05-11 17:40,12.7 °C,°C,°C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,34.9 %,32.5 %,37.6 %,2025-05-11 17:40,22.3 °C,20.7 °C,19.8 °C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,83.9 %,78.8 %,77.6 %,2025-05-11 17:40,27.6 °C,24.3 °C,23.7 °C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-11,,20250511_174313,MeteoBot-36 / MeteoUz,17.3 %,29.8 %,0 %,2025-05-11 17:40,°C,23.3 °C,22.0 °C
2025-05-11,1710,20250511_174313,М-II Дехканабад,,,,,,,
2025-05-11,1710,20250511_174313,М-II Муборек,,,,,,,
2025-05-11,,20250511_174313,О Чимкурган,,,,,,,
2025-05-11,1710,20250511_174313,Г-1 Шахрисябз,,,,,,,
2025-05-11,1710,20250511_174313,М-II Гузар,,,,,,,
2025-05-11,,20250511_174313,106_Taxtakaracha,,,,,,,
2025-05-11,1708,20250511_174313,М-II Бахмал,,,,,,,
2025-05-11,1708,20250511_174313,АГМС Галляарал,,,,,,,
2025-05-11,1708,20250511_174313,М-II Дустлик,,,,,,,
2025-05-11,,20250511_174313,Ляльмикор,,,,,,,
2025-05-11,1708,20250511_174313,111_Zomin,,,,,,,
2025-05-11,,20250511_174313,М-II Янгикишлак,,,,,,,
2025-05-12,,20250512_001349,MeteoBot-36 / MeteoUz,76.5 %,0 %,0 %,2025-05-12 00:10,10.8 °C,°C,°C
2025-05-12,1714,20250512_001349,ЯНГИКЎРҒОН,31.4 %,,,2025-05-12 00:10,36.5 °C,,
2025-05-12,1735,20250512_001349,Ходжейли,100 %,,,2025-05-12 00:10,26.0 °C,,
2025-05-12,,20250512_001349,Раушан,99.6 %,,,2025-05-12 00:10,24.0 °C,,
2025-05-12,1735,20250512_001349,Канлыкуль,100 %,,,2025-05-12 00:10,25.5 °C,,
2025-05-12,1735,20250512_001349,Шoманай,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,,20250512_001349,Сары-алтын,94.5 %,,,2025-05-12 00:10,26.0 °C,,
2025-05-12,,20250512_001349,MeteoBot-36 / MeteoUz,79.6 %,78.0 %,78.8 %,2025-05-12 00:10,25.1 °C,24.9 °C,24.3 °C
2025-05-12,,20250512_001349,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-12,,20250512_001349,MeteoBot-36 / MeteoUz,16.9 %,27.8 %,0 %,2025-05-12 00:10,°C,23.2 °C,22.9 °C
2025-05-12,,20250512_001349,Уллыбаг,100 %,,,2025-05-12 00:10,28.5 °C,,
2025-05-12,,20250512_001349,Шурахан,93.3 %,,,2025-05-12 00:11,28.5 °C,,
2025-05-12,1735,20250512_001349,Мангит,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1730,20250512_001349,Фаргона шахри,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1730,20250512_001349,Бешарык,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1730,20250512_001349,Дангара,24.3 %,,,2025-05-12 00:10,21.5 °C,,
2025-05-12,1733,20250512_001349,Хоразм Кошкупыр,100 %,,,2025-05-12 00:10,27.0 °C,,
2025-05-12,,20250512_001349,Лебап,22.0 %,,,2025-05-12 00:10,1.8 °C,,
2025-05-12,1733,20250512_001349,"Хива, Дашяк",86.7 %,,,2025-05-12 00:10,28.5 °C,,
2025-05-12,1727,20250512_001349,Тошкент обсерватория,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1733,20250512_001349,Ургенч шахар,98.4 %,,,2025-05-12 00:11,29.5 °C,,
2025-05-12,1733,20250512_001349,Хоразм Гурлен,94.1 %,,,2025-05-12 00:10,31.0 °C,,
2025-05-12,1718,20250512_001349,Самарканд шахри,58.0 %,,,2025-05-12 00:10,24.0 °C,,
2025-05-12,1718,20250512_001349,Самарканд Фарход Зарафшон,31.0 %,,,2025-05-12 00:10,27.5 °C,,
2025-05-12,1718,20250512_001349,Самарканд Бyлyнгyp,89.0 %,,,2025-05-12 00:10,25.0 °C,,
2025-05-12,1718,20250512_001349,Самарканд Ургут,74.1 %,,,2025-05-12 00:10,28.0 °C,,
2025-05-12,1708,20250512_001349,Жиззах Мирзачўл тумани,89.8 %,,,2025-05-12 00:10,23.5 °C,,
